4.070018,4.070018,-241.8359
10.36858,10.36858,-186.5668
32.14067,32.14067,-98.27469
23.62922,23.62922,-107.8871
19.49776,19.49776,-146.9904
9.998183,9.998183,-132.3848
20.13295,20.13295,-53.48129
19.50752,19.50752,-55.8076
12.58355,12.58355,-171.2933
49.80591,49.80591,-215.7684
26.90191,26.90191,157.3083
23.14166,23.14166,15.78488
12.75525,12.75525,-93.26093
10.66213,10.66213,1302.518
35.47248,35.47248,8.988712
19.84922,19.84922,3091.114
10.16494,10.16494,-168.2758
23.13697,23.13697,-161.4992
40.33875,40.33875,-114.7291
25.02788,25.02788,154.8266
11.04467,11.04467,-138.5585
8.14378,8.14378,-135.4896
31.6989,31.6989,-84.79713
32.98214,32.98214,-177.6761
24.31218,24.31218,84.00916
12.56331,12.56331,-129.6477
31.91659,31.91659,-153.0443
24.09283,24.09283,-167.0186
29.38163,29.38163,-81.16287
25.36573,25.36573,-148.5652
24.40055,24.40055,-122.8541
14.90308,14.90308,-224.2893
5.10409,5.10409,-194.2684
46.19347,46.19347,-20.69987
6.237833,6.237833,161.3516
11.95893,11.95893,-32.26926
10.28305,10.28305,-60.71037
31.15337,31.15337,-63.9568
18.4635,18.4635,106.5683
9.939296,9.939296,373.4642
23.78323,23.78323,-120.2155
17.19267,17.19267,-51.64977
9.143813,9.143813,-48.29823
17.72355,17.72355,859.4974
42.79269,42.79269,-43.4787
37.60956,37.60956,-92.60603
17.73591,17.73591,-145.718
21.04868,21.04868,-45.00216
11.39854,11.39854,-110.9689
23.99723,23.99723,-64.021
33.23236,33.23236,-84.51131
4.410938,4.410938,-162.5803
56.09432,56.09432,-72.38589
29.89228,29.89228,-106.7701
9.407556,9.407556,-131.796
14.73052,14.73052,-152.6125
32.7312,32.7312,1016.199
31.17327,31.17327,-108.4232
38.1153,38.1153,-76.12242
24.12813,24.12813,-77.27267
17.98073,17.98073,-131.8199
22.95628,22.95628,-88.86027
26.55164,26.55164,-160.2153
7.308273,7.308273,-178.5423
11.10906,11.10906,-152.7637
10.29318,10.29318,-67.94267
25.92974,25.92974,-108.0061
15.45185,15.45185,-103.5865
21.52304,21.52304,-131.7935
28.66216,28.66216,-49.88819
31.93938,31.93938,3235.43
19.4387,19.4387,-184.8421
27.00455,27.00455,-142.6107
24.11457,24.11457,-167.4623
15.71617,15.71617,-167.0464
26.42491,26.42491,-147.5066
11.87348,11.87348,-137.0432
34.51574,34.51574,-28.83066
9.661309,9.661309,-15.60778
3.648216,3.648216,-199.2066
31.56023,31.56023,-54.20785
21.34072,21.34072,-154.3407
16.61696,16.61696,-270.5248
17.31263,17.31263,67.49911
18.34168,18.34168,-81.89651
5.843817,5.843817,239.3769
15.85586,15.85586,-131.9635
26.77211,26.77211,-55.9137
10.7824,10.7824,22.48418
30.03266,30.03266,-66.00433
10.71285,10.71285,-147.7911
14.59353,14.59353,-167.4983
13.47499,13.47499,-129.3497
9.166878,9.166878,-176.9586
18.68582,18.68582,-31.79306
16.40412,16.40412,-198.5074
15.35928,15.35928,-194.0305
38.57981,38.57981,-20.88952
20.46352,20.46352,-53.78637
32.40504,32.40504,-10.04017
17.32885,17.32885,-187.3709
17.25155,17.25155,-137.5722
22.19858,22.19858,-162.6921
25.01943,25.01943,-91.13877
19.24335,19.24335,-129.6079
3.276463,3.276463,-151.4635
21.8943,21.8943,-67.29546
28.37685,28.37685,-139.0527
28.22725,28.22725,186.529
52.21117,52.21117,-72.52084
17.21828,17.21828,-109.7633
25.00838,25.00838,-158.8799
17.92798,17.92798,-36.47008
28.11294,28.11294,-96.95129
18.66549,18.66549,-206.1593
34.46841,34.46841,1335.15
20.89739,20.89739,-120.3398
22.43099,22.43099,1111.383
30.9842,30.9842,30.56546
14.17271,14.17271,-83.83116
18.0602,18.0602,-74.06917
26.8553,26.8553,-91.94522
21.03692,21.03692,-51.71373
7.07293,7.07293,-96.42979
9.348924,9.348924,-167.1807
5.795179,5.795179,-80.51267
